job_title,Company,Area,employer_email,employer_contact_number,Salary,job_highlights,job_description,career_level,Qualification,years_of_experience,job_type,company_website,job_link,job_functions,Industry,search_term,date_posted,date_scraped,jobtick_avgsalary,jobtick_SQL,jobtick_Excel,jobtick_dashboard,jobtick_Python,jobtick_engineerjobs,jobtick_analystjobs,jobtick_scientistjobs
Application Support,Autotoll Limited,Not Specified,,['2111 9459'],Not Specified,"['2 years relevant IT programming experience', 'Higher Diploma Computing Discipline', 'Responsible for system maintenance and support']","['About us:', 'Autotoll is not just a toll collector for roads and tunnels!', 'We have diversified into Smart City solutions including Finance, Big Data, Artificial Intelligence, Machine Learning, Internet of Things, and much more', 'We work on projects ...",Entry,Matriculated,2,"Full Time, Permanent",Not Specified,/hk/en/job/application-support-100003008827685,"Information Technology (IT), Support, Network & System, Others",Others,Data Engineer,10/20/2021,22-10-2021,,1,,,1,,,
Data Center Engineer (MNC) (On Job training will be provided) (Multiple Vacancies),PeopleLink Services Limited,Not Specified,,,Not Specified,"['Data Center Operation', 'System and Network Monitoring', 'Training provided']","['Job Description:\xa0', 'Provide operation support in Data Centre', 'Conducting routine system health check; producing performance reports', ""To inspect, test and troubleshooting for system or servers' issue"", 'Follow procedures, instructions and checkl...",Entry,Non-Degree Tertiary,1,"Full Time, Permanent, Contract",http://www.peoplelink-group.com/,/hk/en/job/data-center-engineer-mnc-on-job-training-will-be-provided-multiple-vacancies-100003008788816,"Information Technology (IT), Support, Network & System, Others",Human Resources Management/Consultancy,Data Engineer,10/4/2021,22-10-2021,,,,,,1,,
Senior Network Security Engineer / Network Security Engineer,Aisino Hongkong Limited,Not Specified,,,Not Specified,"['network infrastructure deployment;Network Security', 'Computer Science, Computer Engineering', 'pre-sales']","['Responsibilities', 'Perform network infrastructure deployment, maintenance, system upgrade, troubleshooting and incident handling', 'Participate in the design, implementation, and commissioning of networking projects', 'Experience in\xa0planning and ma...",Senior,Non-Degree Tertiary,5,"Full Time, Permanent",Not Specified,/hk/en/job/senior-network-security-engineer-network-security-engineer-100003008821048,"Information Technology (IT), Network & System",Information Technology,Data Engineer,10/18/2021,22-10-2021,,,,,,1,,
Backend Engineer Lead (SDLC | Smart Building | Scala and NodeJs.),DNA Recruit Partners Limited,Not Specified,,,Not Specified,"['Solid experience in software developement', 'Large corp. Innovation start-up vibes / In-house', 'Real Estate/ existing and new commercial projects']","['Our client is one of the leading developers engaged in property development, investment and management in Hong Kong, China & Regional Countries.\xa0 To cope with their rapid business development, they are now looking for a Backend Engineer Lead (SDLC |...",Senior,Degree,7,"Full Time, Permanent",Not Specified,/hk/en/job/backend-engineer-lead-sdlc-%7C-smart-building-%7C-scala-and-nodejs-100003008823150,"Information Technology (IT), IT Project Management / Team Lead, Software Development, Others",Human Resources Management/Consultancy,Data Engineer,10/18/2021,22-10-2021,,1,,,,1,,
"Senior Engineer (PI) /Engineer (PI), Machine Learning",Hong Kong Applied Science and Technology Research Institute Company Limited (ASTRI),Not Specified,,,Not Specified,"['Five-Day Work Week, involve R&D projects', 'Medical Insurance Provided', 'Stable working environment']","['Reference #:\xa02021/ART/323CP/a-d', '\xa0', 'Job Responsibilities', 'Assist in ITF R&D project “Intelligent Audio Indexer Based on Semantic and Non-semantic Information”', 'Software development and research in the following areas:', 'Speech recogn...",Senior,Degree,1,"Full Time, Contract",http://www.astri.org,/hk/en/job/senior-engineer-pi-engineer-pi-machine-learning-100003008809658,"Sciences, Lab, R&D, Research & Development (R&D), Others, Student / Fresh Graduate / No Experience, Information Technology (IT), Data Scientist",Information Technology,Data Engineer,10/21/2021,22-10-2021,,,,,1,1,,
Software Engr. ??????,Loto Interactive Limited,Not Specified,,,Not Specified,"['3 years above working experience', 'Good in English and Chinese', 'Proficiency with C++, familiar with STL, C++11']","['?????', '1?????????????????????????', '2??????????????????????????????', '3???????????????????...",Middle,Degree,3,Full Time,http://www.lotoie.com/,/hk/en/job/software-engr-%E5%8D%80%E5%A1%8A%E9%8F%88%E5%B7%A5%E7%A8%8B%E5%B8%AB-100003008823727,"Information Technology (IT), Software Development",Others,Data Engineer,10/18/2021,22-10-2021,,1,,,1,,,
Lead Senior Frontend Engineer,The Trade Desk Limited,Not Specified,,,Not Specified,"['You understand engineering fundamentals', 'You have experience building always-on systems', 'You value, seek out, and foster diversity']","['WHO WE ARE LOOKING FOR:', 'The Trade Desk is looking for a Lead Frontend Engineer, based out of our Sydney office. At The Trade Desk, we believe that each opportunity to engage with consumers is unique. Because of this, our platform provides advertiser...",Senior,Not Specified,1,Full Time,https://www.thetradedesk.com/,/hk/en/job/lead-senior-frontend-engineer-100003008831868,"Information Technology (IT), Software Development, Others, UI/UX Designer",Information Technology,Data Engineer,10/21/2021,22-10-2021,,,1,,,1,,
System Engineer,iAdvantage Limited,Not Specified,,,Not Specified,"['Leading Data Centre in Hong Kong', 'Foster Professional Business Partnerships', 'Energetic and Flexible Working Environment']","['RESPONSIBILITIES: -', 'Deskside support. Understand, log and troubleshoot end user reported IT-related issues', 'Participate in IT implementation projects and provide documentation and on-going support', 'Handle daily operations including health check,...",Entry,Non-Degree Tertiary,2,"Full Time, Permanent",Not Specified,/hk/en/job/system-engineer-100003008838087,"Information Technology (IT), Support, Network & System, Others",Information Technology,Data Engineer,10/22/2021,22-10-2021,,,,,,1,,
Service Engineer / Senior Service Engineer,Rittal Limited,Not Specified,,,Not Specified,"['Maintenance for enclosure, IT rack, Cooling Unit', 'Site inspection and fault investigation', 'Provide products and engineering solutions']","['Responsibilities:', 'Responsible for enclosure, IT rack and cooling unit installations and maintenance work', 'Responsible for handling quality issue, provide products and engineering solutions', 'Perform and assist IT Data center project deployment, c...",Middle,Non-Degree Tertiary,3,Full Time,http://www.rittal.com,/hk/en/job/service-engineer-senior-service-engineer-100003008834887,"Engineering, Mechanical, Information Technology (IT), Technical / Functional Consulting, Technical Writing",Engineering - Others,Data Engineer,10/22/2021,22-10-2021,,,,,,1,,
BIM Engineer / BIM Modeller,Forida Limited,Not Specified,,,Not Specified,"['BIM Modeller (BMo) / BIM Engineer (BE)', 'BIM Software (Revit, Navisworks, AutoCAD)', 'BIM Platform (BIM360, BIM Collab, Solibri)']","['Responsibilities', 'BIM Engineer', 'Responsible for multi-discipline coordination for BIM model', 'Collaborate, coordinate and liaise with various discipline consultants and contractors to resolve the issue with BIM Model', 'Implement BIM standards and...",Entry,Non-Degree Tertiary,1,Full Time,http://www.forida.com.hk,/hk/en/job/bim-engineer-bim-modeller-100003008824068,"Building & Construction, Building / Construction / QS, Engineering, Engineering Project Management, Information Technology (IT), IT Management",Information Technology,Data Engineer,10/19/2021,22-10-2021,,,1,,,1,,
Software Engineer,Molekiu Limited,Not Specified,,,Not Specified,"['5 days work', 'Less than 2 years experience', 'HK Cyberport']","['Responsibility', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Develop robot applications', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Integrated applications into main stream cloud services platform such as Google, Amazon and Tencent etc.', '\xa0\xa0\xa0\x...",Entry,Not Specified,1,Full Time,Not Specified,/hk/en/job/software-engineer-100003008794824,"Information Technology (IT), Software Development",Information Technology,Data Engineer,10/6/2021,22-10-2021,,,,,1,1,,
Senior (Data Mining) Algorithm Engineer,Golden Siv Technology Limited,Not Specified,,,Not Specified,"['Data Mining', 'Data Analysis', 'Java and Python']","['Job Description:\xa0', 'Design, implement and manage persistent data stores for high-traffic transactional systems.', 'Manage performance tuning, capacity planning, automated backup and recovery of data stores.', 'Manage integrity, availability, and co...",Senior,Degree,5,Full Time,Not Specified,/hk/en/job/senior-data-mining-algorithm-engineer-100003008759254,"Information Technology (IT), Data Scientist",Information Technology,Data Engineer,9/23/2021,22-10-2021,,,,,1,1,,
"Onsite with HSBC - Data Scientist(12-Month Contract, up to 45K))",Manpower Services (Hong Kong) Limited,Not Specified,,,Not Specified,"['AWS Cloud/GCP/Azure', 'Python or spark', 'machine learning algotithms']","['Responsibilities:', 'Build the data ETL pipeline, handle the data cleansing and labelling', 'Conduct end-to-end machine learning model experiment', 'Work with business stakeholders to conduct Exploratory Data Analysis and deliver actionable insight rep...",Middle,Not Specified,1,Contract,http://www.manpowergroupgrc.hk,/hk/en/job/onsite-with-hsbc-data-scientist-12-month-contract-up-to-45k-100003008788350,"Information Technology (IT), Others",Human Resources Management/Consultancy,Data Engineer,10/4/2021,22-10-2021,,,,,1,,,1
"Senior Engineer / Engineer, Algorithm Development",United Microelectronics Centre (Hong Kong) Limited,Not Specified,,,Not Specified,"['Develop AI algo for analog design optimizations', 'Design automation program', 'Design reviews, API development and documentation']","['To develop optimization algorithms for analog circuit and layout', 'Responsibilities:', 'Develop AI algorithms for analog design optimizations', 'Design automation program for analog unit placement and routing', 'Participate in design reviews, API deve...",Entry,Degree,1,"Full Time, Contract",Not Specified,/hk/en/job/senior-engineer-engineer-algorithm-development-100003008780918,"Engineering, Electrical / Electronics, Information Technology (IT), Software Development, Sciences, Lab, R&D, Research & Development (R&D)",Information Technology,Data Engineer,9/30/2021,22-10-2021,,,,,1,1,,
Data Centre Operator,Lantro (HK) Limited,Not Specified,,,Not Specified,"['Data Centre access control, facilities monitoring', 'Knowledge in data centre, 24 x 7 shift duties', 'Good interpersonal, communication skills']","['Job Responsibilities', 'Provide frontend inter-network support services to corporate customers', 'Data Centre access control, facilities monitoring and respond', 'Services availability monitoring and respond', 'Provide Technical Support services includ...",Middle,Degree,3,"Full Time, Contract",http://www.lantro.com,/hk/en/job/data-centre-operator-100003008777816,"Engineering, Telecommunication / Wireless / Radio, Information Technology (IT), IT Management, Network & System",Information Technology,Data Engineer,9/29/2021,22-10-2021,,,,,,,,
Associate - Data Centre Facilities & Services,Hong Kong Exchanges and Clearing Limited,Not Specified,,,Not Specified,"['See job description.', 'See job description.', 'See job description.']","['Job Responsibilities:', 'To supervise outsourced technicians and maintenance contractors in carrying out day-to-day operation and preventive/corrective maintenance to ensure safe, reliable and energy-efficient operation of the data center and office pr...",Middle,Non-Degree Tertiary,6,Full Time,http://www.hkex.com.hk,/hk/en/job/associate-data-centre-facilities-services-100003008783492,"Hospitality / F & B, Information Technology (IT), Hardware, Banking / Finance, Order Processing & Operation / Settlement",Financial Services,Data Engineer,9/30/2021,22-10-2021,,,,,,,,
Security Operations Center (SOC) Engineers,Planet Payment (Hong Kong) Limited,Not Specified,,,Not Specified,"['Experience in Payment Industry', 'Strong knowledge of IT infrastructure', 'Enterprise Security Principles']","['Security Operations Center (SOC) Engineer', '\xa0(JR04042)\xa0\xa0', 'SOC engineer is responsible for enterprise logging, event correlation, SIEM event monitoring and follow ', 'up,\xa0being\xa0also\xa0responsible', ' for maintaining company-wide IT as...",Senior,Degree,3,Full Time,http://www.planetpayment.com,/hk/en/job/security-operations-center-soc-engineers-100003008772796,"Information Technology (IT), Security",Banking,Data Engineer,9/28/2021,22-10-2021,,,,,1,1,,
Project Engineer ???????,INAX Technology Limited,Not Specified,,,HK$14K - 20K /month,"['1 year related in fields', '??????', '?????????,?????????']","['Job Description:', 'Provide data center cable patching service and equipment installation service.', 'Provide on-site technical support and verification.', 'Network equipment configuration and testing.', '?????????,??????...",Entry,Not Specified,1,Full Time,Not Specified,/hk/en/job/project-engineer-%E6%95%B8%E6%93%9A%E4%B8%AD%E5%BF%83%E6%8A%80%E8%A1%93%E5%93%A1-100003008769595,"Engineering, Engineering Project Management, Information Technology (IT), Support",Information Technology,Data Engineer,9/27/2021,22-10-2021,17,,,,,1,,
